Course Name,Course Code,Course ID,Academic Term,Class,Class ID,Section,Section ID,Core Code,Core Text,Primary Instructor Formatted Name,Primary Instructor Link Blue Id,Course Section,Assignment Name,Assignment ID,Due Date,Has Submissions
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: LGBTQIA+ Rights,10488826,2020-03-24T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: Afro-Latinidad,10488838,2020-03-26T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: Afro-Latinidad #2,10488852,2020-03-31T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: No más bebés,10491111,2020-04-02T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: The Latino Threat,10488858,2020-04-07T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: Latina Fertility,10488863,2020-04-09T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: Women and Children First,10489738,2020-04-14T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: Deportable Citizens,10489750,2020-04-16T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: DACA,10489753,2020-04-21T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Blog: Central American Refugees,10489756,2020-04-23T17:59:00Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Participation #2,10433925,2020-05-04T03:59:59Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Presentation,10433928,2020-05-04T03:59:59Z,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Midterm Exam Grade,10433929,,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Final Exam Grade,10433930,,False
SPA208-001: U.S. Latino Culture And Politics (Spring 2020),SPA208-001,1965579,Spring 2020,SPA 208,98015422,Section 001,97420093,CCC,"Community, Culture and Citizenship in US",Arcelia  Gutierrez-Velazco,AGU282,SPA208-001,Presentation Preparation Form (to complete BEFORE the presentation),10466470,,False
PHI335-001: The Individual and Society (Fall 2019),PHI335-001,1953243,Fall 2019,PHI 335,98003913,Section 001,97333397,CCC,"Community, Culture and Citizenship in US",Arnold  Farr,ALFARR00,PHI335-001,Midterm Exam,10386783,,False
PHI335-001: The Individual and Society (Fall 2019),PHI335-001,1953243,Fall 2019,PHI 335,98003913,Section 001,97333397,CCC,"Community, Culture and Citizenship in US",Arnold  Farr,ALFARR00,PHI335-001,Exam 2,10409023,,False
PHI335-001: The Individual and Society (Fall 2019),PHI335-001,1953243,Fall 2019,PHI 335,98003913,Section 001,97333397,CCC,"Community, Culture and Citizenship in US",Arnold  Farr,ALFARR00,PHI335-001,Final Exam,10414776,,False
PHI130-001: Intro Phi:Moralit/Societ (Fall 2019),PHI130-001,1953029,Fall 2019,PHI 130,98001833,Section 001,97359137,CCC,"Community, Culture and Citizenship in US",Arnold  Farr,ALFARR00,PHI130-001,Study Guide,10395523,,False
